ListingID,City,PropertyType,BHK,Bathrooms,Balconies,Furnishing,CarpetArea_sqft,Floor,TotalFloors,BuildingType,YearBuilt,AgeYears,Facing,Price_INR
HP00838,Chennai,Apartment,3,4,2,Unfurnished,1164,8,8,Gated Community,2010,15,North-West,15700000
HP00018,MMR,Villa,4,4,1,Unfurnished,1577,2,3,Low Rise,2025,0,East,38230000
HP01154,Kolkata,Apartment,3,3,1,Unfurnished,1791,0,2,Low Rise,2016,9,East,19950000
HP00535,Chennai,Apartment,3,4,2,Unfurnished,1112,14,26,High Rise,2006,19,South-East,13160000
HP01599,Kolkata,Apartment,2,3,2,Semi-Furnished,857,3,6,Mid Rise,2012,13,North-East,9520000
HP00754,Hyderabad,Apartment,2,2,3,Semi-Furnished,1058,0,2,Standalone Building,2016,9,South,11480000
HP02106,Pune,Apartment,1,2,1,Unfurnished,785,6,7,Gated Community,2015,10,North-East,10280000
HP01038,Kolkata,Apartment,2,3,2,Furnished,977,1,3,Standalone Building,2025,0,South-East,11410000
HP00925,MMR,Villa,4,5,1,Unfurnished,2598,3,5,Low Rise,2007,18,North-East,62680000
HP01981,Kolkata,Apartment,4,4,2,Semi-Furnished,1859,6,6,Gated Community,2013,12,North-East,19550000
HP01008,Ahmedabad,Apartment,3,3,2,Semi-Furnished,1006,3,5,Low Rise,2012,13,East,7130000
HP00968,Kolkata,Villa,3,4,2,Furnished,1187,0,1,Bungalow,2006,19,South-West,15060000
HP00193,Chennai,Row House,3,3,3,Unfurnished,1859,6,10,Gated Community,2016,9,North-West,22350000
HP00799,Kolkata,Independent House,3,3,2,Unfurnished,1335,6,10,Gated Community,2006,19,West,13260000
HP00419,Pune,Apartment,3,4,1,Unfurnished,1044,10,12,Mid Rise,2013,12,North-West,14590000
HP00578,Chennai,Apartment,3,4,2,Unfurnished,1088,3,3,Standalone Building,2007,18,East,13800000
HP01387,Hyderabad,Apartment,3,4,1,Semi-Furnished,1077,2,2,Standalone Building,2009,16,North-East,10470000
HP01767,Bengaluru,Apartment,2,2,2,Unfurnished,1189,6,6,Mid Rise,2025,0,South-West,16190000
HP01849,Bengaluru,Independent House,6,7,2,Furnished,3650,0,3,Standalone Building,2005,20,North-East,45730000
HP00579,Chennai,Apartment,3,4,1,Unfurnished,1596,5,19,High Rise,2002,23,West,17140000
HP00957,Bengaluru,Independent House,3,4,2,Furnished,1884,5,5,Low Rise,2001,24,North,30330000
HP00735,Pune,Apartment,2,2,1,Unfurnished,986,3,23,High Rise,2022,3,North-West,13910000
HP00626,Pune,Independent House,2,3,2,Semi-Furnished,1164,0,3,Bungalow,2011,14,North-West,11860000
HP00004,Chennai,Apartment,3,4,1,Semi-Furnished,1232,9,12,Gated Community,2025,0,South-East,16900000
HP01198,Delhi NCR,Apartment,1,1,1,Furnished,652,12,15,High Rise,2017,8,West,7990000
HP00003,Kolkata,Apartment,1,2,3,Semi-Furnished,574,2,4,Low Rise,2019,6,North,5440000
HP01837,Delhi NCR,Row House,2,3,1,Semi-Furnished,1222,1,2,Standalone Building,2018,7,North-West,19770000
HP00787,Chennai,Apartment,3,4,1,Furnished,1007,6,10,Mid Rise,2016,9,North-West,14920000
HP00104,Kolkata,Penthouse,3,3,2,Unfurnished,1090,29,40,High Rise,2009,16,West,13090000
HP00852,MMR,Apartment,3,4,1,Unfurnished,1810,5,12,Mid Rise,2017,8,South-West,50490000
HP02188,Bengaluru,Villa,3,4,2,Furnished,1725,4,5,Low Rise,2019,6,South-East,31050000
HP00559,MMR,Penthouse,4,5,3,Semi-Furnished,1510,19,22,High Rise,2006,19,West,49710000
HP01159,Delhi NCR,Penthouse,4,5,3,Semi-Furnished,1733,21,26,High Rise,2012,13,South-East,31600000
HP02108,MMR,Apartment,1,1,1,Semi-Furnished,581,3,6,Gated Community,2018,7,South-West,14310000
HP01910,Ahmedabad,Studio,0,1,1,Semi-Furnished,382,3,6,Mid Rise,2003,22,North-East,2380000
HP01761,Ahmedabad,Penthouse,4,5,1,Semi-Furnished,1997,25,33,High Rise,2020,5,North-West,20740000
HP01108,Kolkata,Studio,0,2,0,Unfurnished,423,1,3,Standalone Building,2008,17,North,3930000
HP01810,Pune,Penthouse,4,5,1,Unfurnished,1938,16,36,High Rise,2025,0,South,30270000
HP01371,Ahmedabad,Apartment,1,1,1,Unfurnished,661,5,36,High Rise,2017,8,North-East,4170000
HP02072,Kolkata,Studio,0,1,1,Unfurnished,483,11,25,High Rise,2008,17,West,4680000
HP00472,Hyderabad,Apartment,1,2,3,Unfurnished,775,19,28,High Rise,2020,5,West,9080000
HP01690,Delhi NCR,Apartment,1,2,2,Unfurnished,723,6,7,Mid Rise,1999,26,North-East,7510000
HP01872,Delhi NCR,Villa,5,5,1,Furnished,2965,0,1,Bungalow,2016,9,West,44350000
HP01498,Hyderabad,Apartment,1,1,1,Semi-Furnished,784,1,9,Gated Community,2021,4,East,7360000
HP02341,MMR,Independent House,3,3,1,Unfurnished,1585,0,2,Bungalow,2014,11,North,36010000
HP02073,Ahmedabad,Villa,2,3,3,Unfurnished,920,0,3,Standalone Building,2022,3,North-East,8000000
HP01128,MMR,Apartment,1,2,2,Unfurnished,585,0,4,Standalone Building,2008,17,North-East,12070000
HP00867,Chennai,Apartment,1,2,2,Semi-Furnished,619,26,33,High Rise,2016,9,West,7580000
HP00671,Pune,Apartment,4,5,2,Semi-Furnished,2137,4,12,Gated Community,2025,0,North-West,31980000
HP01723,Chennai,Row House,1,2,1,Semi-Furnished,713,8,8,Gated Community,2004,21,North-West,8850000
HP01865,Kolkata,Apartment,2,3,2,Unfurnished,1000,23,30,High Rise,2021,4,East,11630000
HP01122,Chennai,Apartment,2,2,3,Unfurnished,1163,7,10,Mid Rise,2015,10,West,15630000
HP01092,Delhi NCR,Row House,2,3,1,Unfurnished,979,3,10,Gated Community,2016,9,North,11820000
HP01446,Hyderabad,Apartment,2,3,1,Semi-Furnished,1144,2,6,Gated Community,2018,7,North,11220000
HP00942,Bengaluru,Row House,3,3,2,Furnished,1259,2,4,Standalone Building,2016,9,North-West,20080000
HP01088,Chennai,Apartment,3,3,2,Unfurnished,1782,2,4,Standalone Building,2025,0,North,28120000
HP00814,Hyderabad,Apartment,1,2,1,Semi-Furnished,523,6,6,Mid Rise,2009,16,West,5640000
HP00900,Delhi NCR,Apartment,2,3,1,Unfurnished,1155,1,3,Standalone Building,2012,13,South,12360000
HP01189,MMR,Apartment,1,1,1,Furnished,474,4,4,Standalone Building,2011,14,West,10840000
HP02067,MMR,Apartment,2,3,1,Unfurnished,842,1,2,Standalone Building,2019,6,South-West,19750000
HP00660,Hyderabad,Apartment,2,3,3,Semi-Furnished,767,12,17,High Rise,2025,0,North-West,10060000
HP01590,Delhi NCR,Apartment,1,1,1,Semi-Furnished,570,3,8,Gated Community,2010,15,South,8200000
HP00839,Hyderabad,Penthouse,3,3,2,Unfurnished,1539,34,37,High Rise,2010,15,North,21390000
HP00830,MMR,Apartment,3,4,2,Furnished,1441,9,28,High Rise,2014,11,North-West,34760000
HP00241,Pune,Penthouse,5,6,1,Unfurnished,3566,3,14,High Rise,2018,7,South,57390000
HP01028,Hyderabad,Apartment,3,4,1,Semi-Furnished,1420,1,2,Standalone Building,2019,6,South,15710000
HP02233,Kolkata,Apartment,4,5,2,Unfurnished,1953,9,12,Mid Rise,2025,0,South,22800000
HP00891,Kolkata,Villa,2,2,2,Furnished,1199,5,7,Gated Community,2009,16,North-East,15810000
HP01659,Chennai,Penthouse,5,6,1,Semi-Furnished,2189,9,17,High Rise,2021,4,South-West,36610000
HP01961,Chennai,Apartment,3,4,2,Unfurnished,1401,6,8,Mid Rise,2018,7,South-West,21660000
HP01235,Delhi NCR,Apartment,1,2,3,Semi-Furnished,585,15,25,High Rise,2018,7,East,7800000
HP01768,Ahmedabad,Apartment,2,3,2,Semi-Furnished,1035,2,8,Mid Rise,2011,14,North-East,6210000
HP01233,Bengaluru,Row House,3,4,2,Semi-Furnished,1612,5,7,Gated Community,2014,11,North-East,22840000
HP01316,Hyderabad,Apartment,4,5,1,Unfurnished,2231,14,19,High Rise,2014,11,South-East,25550000
HP02178,Bengaluru,Independent House,3,3,1,Unfurnished,1645,0,3,Bungalow,2023,2,South,21580000
HP01268,MMR,Studio,0,2,0,Semi-Furnished,313,13,31,High Rise,2004,21,West,6840000
HP00396,MMR,Independent House,5,5,1,Unfurnished,2475,2,7,Gated Community,2009,16,North-West,65010000
HP00923,Delhi NCR,Penthouse,4,5,1,Unfurnished,2411,8,14,High Rise,2019,6,South-East,44110000
HP00217,Chennai,Apartment,1,1,1,Furnished,595,6,10,Mid Rise,2010,15,South,7050000
HP01717,Bengaluru,Apartment,1,1,1,Semi-Furnished,771,3,5,Standalone Building,2014,11,South-East,8840000
HP00096,Kolkata,Villa,3,3,2,Unfurnished,1756,3,3,Standalone Building,2014,11,East,23470000
HP00151,Pune,Penthouse,3,4,2,Unfurnished,1484,7,38,High Rise,2025,0,South-East,25860000
HP00278,Ahmedabad,Villa,4,4,1,Unfurnished,2198,4,12,Gated Community,2023,2,East,22920000
HP01424,Hyderabad,Apartment,2,2,1,Semi-Furnished,921,2,16,High Rise,1999,26,East,11200000
HP00210,Chennai,Apartment,2,3,1,Semi-Furnished,772,3,10,Gated Community,2023,2,South-West,11480000
HP00440,Kolkata,Apartment,3,3,1,Semi-Furnished,1839,23,40,High Rise,2014,11,South-West,18830000
HP01135,Ahmedabad,Studio,0,1,0,Unfurnished,383,9,14,High Rise,2007,18,South-West,2450000
HP00966,Bengaluru,Apartment,4,4,1,Unfurnished,2258,1,3,Standalone Building,2013,12,East,26250000
HP02214,Delhi NCR,Studio,0,2,1,Furnished,318,9,24,High Rise,2004,21,West,4140000
HP01955,Bengaluru,Villa,4,4,2,Unfurnished,1583,5,6,Gated Community,2013,12,South-East,19530000
HP00392,Kolkata,Apartment,1,1,1,Semi-Furnished,626,6,6,Mid Rise,2016,9,North-West,5830000
HP02101,MMR,Independent House,5,6,1,Unfurnished,4172,2,5,Standalone Building,2020,5,East,104110000
HP01669,Hyderabad,Villa,5,6,1,Unfurnished,3080,2,4,Standalone Building,2018,7,North,38740000
HP01079,Kolkata,Studio,0,1,1,Unfurnished,535,3,34,High Rise,2014,11,East,6400000
HP01294,Kolkata,Villa,3,3,1,Unfurnished,1713,0,2,Standalone Building,2009,16,South-West,22020000
HP00635,Kolkata,Apartment,2,3,3,Unfurnished,968,14,28,High Rise,2006,19,West,8720000
HP02265,Hyderabad,Apartment,1,2,1,Unfurnished,495,13,18,High Rise,2008,17,South-West,5080000
HP01618,Chennai,Apartment,2,2,1,Semi-Furnished,975,10,10,Mid Rise,2017,8,South,11290000
HP01104,Chennai,Apartment,4,4,2,Semi-Furnished,2532,7,8,Gated Community,2009,16,South-East,26950000
HP02075,Bengaluru,Apartment,2,3,1,Semi-Furnished,1166,2,10,Mid Rise,2013,12,East,14730000
HP01434,MMR,Apartment,2,3,2,Semi-Furnished,717,0,3,Standalone Building,2005,20,West,18530000
HP00829,Pune,Villa,4,4,1,Unfurnished,2583,0,2,Bungalow,2021,4,North,38360000
HP00140,Ahmedabad,Apartment,3,3,1,Unfurnished,1742,8,10,Gated Community,2009,16,East,12220000
HP02280,MMR,Apartment,2,2,2,Semi-Furnished,1259,15,20,High Rise,2023,2,North-East,32760000
HP01815,Bengaluru,Penthouse,3,4,1,Furnished,1707,24,32,High Rise,2007,18,East,23780000
HP00740,MMR,Apartment,3,3,1,Furnished,1655,0,4,Standalone Building,2004,21,East,35070000
HP01151,Pune,Row House,2,2,3,Furnished,796,5,5,Low Rise,2018,7,South,11600000
HP00526,Ahmedabad,Apartment,3,3,2,Unfurnished,1569,0,2,Standalone Building,2020,5,East,9270000
HP01657,Chennai,Apartment,3,3,3,Semi-Furnished,1781,2,7,Gated Community,2016,9,South-West,21240000
HP00515,Kolkata,Apartment,3,4,1,Semi-Furnished,1089,1,4,Standalone Building,2018,7,North,14100000
HP01068,Delhi NCR,Apartment,2,2,1,Unfurnished,1249,2,2,Standalone Building,2016,9,West,15240000
HP02308,Pune,Apartment,2,3,2,Unfurnished,1263,4,5,Low Rise,2024,1,South,13860000
HP01635,Kolkata,Apartment,2,3,1,Unfurnished,766,3,3,Standalone Building,2006,19,South-East,6610000
HP02264,Kolkata,Penthouse,6,6,2,Unfurnished,3869,9,18,High Rise,2024,1,West,65100000
HP01928,Ahmedabad,Apartment,2,3,1,Semi-Furnished,1046,7,18,High Rise,2025,0,South-West,8810000
HP01702,Kolkata,Independent House,3,3,1,Semi-Furnished,1537,0,1,Bungalow,2012,13,South-East,17200000
HP01429,Delhi NCR,Apartment,3,3,2,Furnished,1620,2,7,Mid Rise,2018,7,North,22770000
HP00093,Bengaluru,Apartment,2,3,1,Unfurnished,1067,3,11,Mid Rise,1996,29,East,12550000
HP00821,Hyderabad,Penthouse,4,4,2,Unfurnished,1489,34,35,High Rise,2025,0,North-West,25380000
HP00117,Bengaluru,Apartment,3,4,1,Semi-Furnished,1712,7,8,Gated Community,2014,11,East,18580000
HP00305,Hyderabad,Independent House,4,5,1,Semi-Furnished,1876,7,10,Gated Community,2010,15,North,23000000
HP00813,Delhi NCR,Apartment,2,3,2,Semi-Furnished,859,23,25,High Rise,2013,12,East,12140000
HP00011,Ahmedabad,Apartment,2,2,3,Semi-Furnished,827,8,39,High Rise,2003,22,North-East,6390000
HP00172,Chennai,Studio,0,1,0,Semi-Furnished,449,3,4,Standalone Building,2008,17,North-West,5980000
HP00654,Bengaluru,Row House,2,2,1,Semi-Furnished,873,0,2,Bungalow,2010,15,South-East,12020000
HP00546,Pune,Apartment,2,3,1,Unfurnished,750,7,7,Mid Rise,1987,38,South-East,8580000
HP01465,Ahmedabad,Apartment,2,3,2,Unfurnished,938,21,25,High Rise,2025,0,South-East,7620000
HP01463,Ahmedabad,Apartment,3,4,1,Unfurnished,1598,8,8,Gated Community,2019,6,North-West,10980000
HP01631,Hyderabad,Apartment,3,4,2,Unfurnished,1219,4,10,Mid Rise,2009,16,South-East,15090000
HP01134,Bengaluru,Apartment,3,4,2,Semi-Furnished,1274,3,7,Mid Rise,2015,10,North,16770000
HP00789,Ahmedabad,Apartment,3,4,2,Semi-Furnished,1331,25,25,High Rise,2016,9,South,9750000
HP02210,Chennai,Apartment,2,3,2,Unfurnished,785,16,39,High Rise,2021,4,South-West,9850000
HP00597,Delhi NCR,Studio,0,2,1,Unfurnished,430,18,36,High Rise,2014,11,North-East,4360000
HP00060,Chennai,Row House,3,4,2,Furnished,1704,4,5,Standalone Building,2025,0,South-West,31150000
HP02295,Bengaluru,Apartment,2,2,2,Furnished,730,5,6,Mid Rise,1997,28,North,8410000
HP00129,Kolkata,Studio,0,2,1,Semi-Furnished,338,1,3,Standalone Building,2025,0,North-West,2990000
HP01730,Pune,Studio,0,2,1,Unfurnished,305,10,16,High Rise,2022,3,South-West,4020000
HP01506,Ahmedabad,Apartment,2,2,1,Semi-Furnished,1220,3,3,Low Rise,2025,0,South-West,10340000
HP02124,Pune,Villa,4,5,2,Unfurnished,2110,3,5,Standalone Building,2023,2,South,34500000
HP00266,Ahmedabad,Row House,1,2,1,Unfurnished,587,0,1,Bungalow,2016,9,North-East,4710000
HP01863,Ahmedabad,Apartment,3,4,1,Unfurnished,1439,7,24,High Rise,2020,5,East,10090000
HP01939,MMR,Independent House,6,6,1,Furnished,2079,7,10,Gated Community,2007,18,South,45830000
HP00050,Delhi NCR,Apartment,4,5,1,Furnished,2460,4,6,Mid Rise,2023,2,South,39150000
HP01338,Bengaluru,Penthouse,3,3,2,Furnished,1800,6,13,High Rise,2006,19,South-East,32610000
HP01363,Kolkata,Apartment,4,5,1,Semi-Furnished,1766,12,16,High Rise,2023,2,South-East,21700000
HP00709,Ahmedabad,Row House,3,4,2,Unfurnished,1758,0,1,Bungalow,2021,4,North,12610000
HP00599,MMR,Apartment,3,4,2,Semi-Furnished,1277,1,2,Standalone Building,2024,1,East,28590000
HP01598,Hyderabad,Apartment,3,3,1,Unfurnished,1304,8,8,Mid Rise,2025,0,North-West,16040000
HP01674,Bengaluru,Apartment,1,2,1,Furnished,499,4,5,Standalone Building,2025,0,West,6210000
HP01190,Hyderabad,Apartment,2,3,1,Unfurnished,1181,2,6,Mid Rise,2020,5,North,12380000
HP01290,Kolkata,Apartment,1,1,1,Unfurnished,489,3,12,Mid Rise,2015,10,South-East,5710000
HP02170,Delhi NCR,Apartment,2,2,2,Furnished,1174,16,21,High Rise,2023,2,East,16620000
HP01518,Ahmedabad,Penthouse,3,4,2,Unfurnished,1107,5,27,High Rise,2025,0,North,11330000
HP01241,Hyderabad,Apartment,3,4,1,Unfurnished,1138,8,9,Mid Rise,2000,25,East,11180000
HP01300,Bengaluru,Apartment,1,1,1,Semi-Furnished,800,0,2,Standalone Building,2011,14,North-West,8510000
HP00052,Chennai,Penthouse,4,5,2,Semi-Furnished,1488,18,39,High Rise,2025,0,North-West,27840000
HP01539,Bengaluru,Independent House,3,3,2,Semi-Furnished,1431,0,2,Bungalow,2019,6,North,18010000
HP00627,Chennai,Independent House,4,4,2,Semi-Furnished,1969,4,4,Low Rise,2005,20,North-East,20550000
HP01183,Bengaluru,Apartment,2,3,2,Furnished,1194,2,6,Gated Community,2005,20,South-West,16390000
HP00111,Kolkata,Row House,2,3,2,Semi-Furnished,887,0,1,Bungalow,2014,11,North-East,10080000
HP02192,Delhi NCR,Villa,3,3,2,Semi-Furnished,1433,0,3,Bungalow,2005,20,West,25960000
HP01433,Hyderabad,Apartment,4,4,1,Semi-Furnished,1408,6,6,Gated Community,2022,3,West,16330000
HP01201,Delhi NCR,Penthouse,2,3,1,Semi-Furnished,993,16,21,High Rise,2009,16,South-East,17410000
HP00265,Ahmedabad,Apartment,2,2,3,Semi-Furnished,1164,9,12,Gated Community,2018,7,South-West,8810000
HP00428,Chennai,Independent House,5,6,1,Unfurnished,2508,0,1,Bungalow,2019,6,South-West,30390000
HP00680,Hyderabad,Apartment,3,4,2,Unfurnished,1372,4,10,Mid Rise,2008,17,North-West,14010000
HP02105,MMR,Penthouse,3,4,1,Semi-Furnished,1529,9,30,High Rise,2023,2,North-East,58000000
HP00629,Pune,Independent House,2,2,2,Semi-Furnished,1051,0,1,Bungalow,2015,10,West,14330000
HP02340,Bengaluru,Apartment,2,2,2,Unfurnished,1075,1,7,Gated Community,2000,25,West,12160000
HP01440,Kolkata,Row House,2,3,3,Semi-Furnished,1094,0,3,Bungalow,2010,15,South-East,15500000
HP00873,Chennai,Apartment,2,2,1,Unfurnished,1149,4,7,Mid Rise,2021,4,North-East,14200000
HP00604,Ahmedabad,Row House,2,3,3,Unfurnished,1039,3,10,Gated Community,2016,9,North-West,9420000
HP01166,Ahmedabad,Independent House,4,4,2,Unfurnished,1419,2,10,Gated Community,2022,3,West,10240000
HP00221,Bengaluru,Apartment,4,5,2,Unfurnished,1449,4,17,High Rise,2009,16,North-East,16140000
HP01751,Bengaluru,Independent House,4,5,1,Semi-Furnished,2162,2,5,Standalone Building,2008,17,North,26380000
HP00683,Pune,Villa,3,4,2,Unfurnished,1048,4,10,Gated Community,2009,16,West,13600000
HP01101,MMR,Apartment,4,5,1,Semi-Furnished,1607,6,25,High Rise,2010,15,North-East,38080000
HP00788,Ahmedabad,Apartment,1,2,1,Semi-Furnished,547,3,12,Gated Community,2013,12,North,3410000
HP00752,Delhi NCR,Penthouse,4,5,3,Unfurnished,1587,8,16,High Rise,2025,0,North-East,27420000
HP01796,Pune,Apartment,1,1,1,Unfurnished,785,2,11,Gated Community,1994,31,East,9530000
HP00805,MMR,Apartment,2,3,2,Semi-Furnished,1177,3,4,Standalone Building,2012,13,South-East,25250000
HP02035,Chennai,Independent House,5,5,1,Unfurnished,3752,2,6,Gated Community,2017,8,South-East,44390000
HP01834,Chennai,Apartment,1,2,2,Unfurnished,532,22,23,High Rise,2016,9,East,6140000
HP01869,Hyderabad,Penthouse,5,6,1,Semi-Furnished,2112,7,14,High Rise,2015,10,South-West,32390000
HP01402,Delhi NCR,Penthouse,4,5,2,Semi-Furnished,2152,14,23,High Rise,1998,27,North,32610000
HP00271,Kolkata,Apartment,2,3,1,Semi-Furnished,1041,3,9,Mid Rise,2006,19,East,11190000
HP00468,Ahmedabad,Studio,0,2,1,Unfurnished,500,27,39,High Rise,2013,12,North-West,3160000
HP00731,Kolkata,Apartment,2,3,2,Semi-Furnished,1117,3,3,Standalone Building,2006,19,North-West,14290000
HP01458,Chennai,Apartment,3,3,2,Semi-Furnished,1677,2,11,Gated Community,2007,18,West,19130000
HP00257,Chennai,Apartment,4,5,2,Furnished,2452,6,13,High Rise,2023,2,North-East,38390000
HP01466,Hyderabad,Apartment,2,3,2,Semi-Furnished,1166,32,35,High Rise,2013,12,North-East,14280000
HP00954,Kolkata,Apartment,2,3,2,Semi-Furnished,1210,6,9,Gated Community,2007,18,South,11530000
HP00883,Bengaluru,Studio,0,2,0,Semi-Furnished,548,20,32,High Rise,2019,6,South,6840000
HP01280,Pune,Penthouse,4,4,3,Unfurnished,2584,28,37,High Rise,2025,0,South-West,49440000
HP00239,Hyderabad,Apartment,2,2,1,Unfurnished,1045,2,2,Standalone Building,2012,13,South,12660000
HP02253,MMR,Apartment,3,4,1,Unfurnished,1484,5,10,Mid Rise,2005,20,East,29690000
HP01547,Ahmedabad,Apartment,2,2,3,Semi-Furnished,1250,4,12,High Rise,2022,3,South-West,10110000
HP00400,Pune,Apartment,1,1,1,Unfurnished,571,5,12,Mid Rise,2001,24,North,7460000
HP00531,Ahmedabad,Apartment,4,4,1,Unfurnished,1739,5,5,Low Rise,2016,9,South,11900000
HP00105,Hyderabad,Apartment,4,4,1,Unfurnished,2100,6,8,Mid Rise,2025,0,North,25930000
HP02017,Delhi NCR,Apartment,3,4,1,Semi-Furnished,1552,0,2,Standalone Building,2007,18,West,18940000
HP01417,Chennai,Independent House,4,5,3,Unfurnished,1897,0,3,Bungalow,2011,14,North-East,26950000
HP00413,Kolkata,Apartment,2,2,3,Unfurnished,1220,0,3,Standalone Building,2015,10,South-East,14090000
HP01378,Delhi NCR,Apartment,2,2,1,Furnished,1063,7,7,Mid Rise,2017,8,North-West,15310000
HP02033,Chennai,Penthouse,3,3,2,Semi-Furnished,1053,34,34,High Rise,2009,16,East,16610000
HP00120,MMR,Row House,2,3,2,Unfurnished,937,0,3,Bungalow,2019,6,West,23270000
HP00382,Pune,Apartment,2,3,1,Furnished,731,2,3,Standalone Building,2019,6,South-East,9000000
HP00903,Ahmedabad,Villa,3,4,1,Unfurnished,1186,0,1,Bungalow,2011,14,North-East,10880000
HP02025,MMR,Penthouse,2,3,2,Unfurnished,884,1,16,High Rise,2025,0,North-West,31510000
HP01692,MMR,Apartment,1,1,1,Semi-Furnished,568,8,9,Gated Community,2016,9,East,15010000
HP00175,Hyderabad,Apartment,1,2,1,Semi-Furnished,513,12,15,High Rise,2008,17,South,5930000
HP01146,MMR,Apartment,3,3,1,Unfurnished,1072,4,12,Mid Rise,2019,6,North-East,23420000
HP00773,Delhi NCR,Penthouse,3,3,3,Furnished,1215,22,25,High Rise,2014,11,West,24650000
HP01438,Kolkata,Villa,4,4,1,Semi-Furnished,1404,0,3,Bungalow,2018,7,East,22690000
HP01918,Delhi NCR,Apartment,3,3,2,Unfurnished,1169,5,6,Gated Community,1996,29,South,12660000
HP00736,Chennai,Apartment,2,3,1,Furnished,1198,3,8,Gated Community,2024,1,West,17100000
HP01525,MMR,Penthouse,3,3,2,Semi-Furnished,1705,15,17,High Rise,2017,8,South-West,48380000
HP02223,Chennai,Apartment,3,3,1,Unfurnished,1342,8,8,Gated Community,2016,9,North,14920000
HP01948,Hyderabad,Apartment,2,2,2,Semi-Furnished,779,5,12,High Rise,1995,30,South,7340000
HP00965,Ahmedabad,Studio,0,2,0,Unfurnished,310,21,39,High Rise,2014,11,West,2000000
HP01824,Delhi NCR,Apartment,3,3,2,Furnished,1643,7,8,Gated Community,2015,10,South,25730000
HP00423,Ahmedabad,Apartment,4,5,2,Unfurnished,2556,3,5,Standalone Building,2019,6,West,19410000
HP01941,Delhi NCR,Independent House,2,3,1,Furnished,1112,3,5,Standalone Building,2013,12,North-East,16730000
HP01200,Chennai,Apartment,3,4,1,Semi-Furnished,1419,8,10,Mid Rise,2005,20,South,19420000
HP01358,Hyderabad,Apartment,2,3,1,Semi-Furnished,1279,7,12,High Rise,2014,11,North,15710000
HP01953,Ahmedabad,Independent House,5,6,3,Unfurnished,2466,1,2,Standalone Building,2025,0,North-West,19110000
HP02161,Bengaluru,Villa,4,4,3,Semi-Furnished,2102,8,8,Gated Community,2021,4,South-West,36840000
HP01490,Bengaluru,Independent House,3,4,1,Unfurnished,1631,0,1,Bungalow,2009,16,North-East,20810000
HP01351,Chennai,Apartment,1,2,1,Semi-Furnished,476,6,30,High Rise,2001,24,East,5570000
HP01227,Pune,Apartment,2,2,1,Semi-Furnished,1021,8,32,High Rise,2008,17,East,11580000
HP00209,Delhi NCR,Penthouse,5,6,2,Furnished,2597,22,23,High Rise,2018,7,West,63870000
HP01755,Pune,Independent House,5,6,1,Furnished,1883,1,4,Standalone Building,2025,0,North-East,33200000
HP01987,Kolkata,Apartment,2,3,1,Semi-Furnished,794,5,9,Gated Community,2025,0,South-West,8800000
HP01142,Ahmedabad,Apartment,1,1,3,Unfurnished,597,2,2,Low Rise,2025,0,South,4240000
